index,x_pos,y_pos,z_pos
0,155.0,425.0,290.0
1,156.0,425.0,290.0
2,157.0,425.0,290.0
3,158.0,425.0,290.0
4,159.0,425.0,290.0
5,160.0,425.0,290.0
6,161.0,425.0,290.0
7,162.0,425.0,290.0
8,163.0,425.0,290.0
9,164.0,425.0,290.0
10,165.0,425.0,290.0
11,166.0,425.0,290.0
12,167.0,425.0,290.0
13,168.0,425.0,290.0
14,169.0,425.0,290.0
15,170.0,425.0,290.0
16,171.0,425.0,290.0
17,172.0,425.0,290.0
18,173.0,425.0,290.0
19,174.0,425.0,290.0
20,175.0,425.0,290.0
21,176.0,425.0,290.0
22,177.0,425.0,290.0
23,178.0,425.0,290.0
24,179.0,425.0,290.0
25,180.0,425.0,290.0
26,181.0,425.0,290.0
27,182.0,425.0,290.0
28,183.0,425.0,290.0
29,184.0,425.0,290.0
30,185.0,425.0,290.0
31,186.0,425.0,290.0
32,187.0,425.0,290.0
33,188.0,425.0,290.0
34,189.0,425.0,290.0
35,190.0,425.0,290.0
36,191.0,425.0,290.0
37,192.0,425.0,290.0
38,193.0,425.0,290.0
39,194.0,425.0,290.0
40,195.0,425.0,290.0
41,196.0,425.0,290.0
42,197.0,425.0,290.0
43,198.0,425.0,290.0
44,199.0,425.0,290.0
45,200.0,425.0,290.0
46,201.0,425.0,290.0
47,202.0,425.0,290.0
48,203.0,425.0,290.0
49,204.0,425.0,290.0
50,205.0,425.0,290.0
51,206.0,425.0,290.0
52,207.0,425.0,290.0
53,208.0,425.0,290.0
54,209.0,425.0,290.0
55,210.0,425.0,290.0
56,211.0,425.0,290.0
57,212.0,425.0,290.0
58,213.0,425.0,290.0
59,214.0,425.0,290.0
60,215.0,425.0,290.0
61,216.0,425.0,290.0
62,217.0,425.0,290.0
63,218.0,425.0,290.0
64,219.0,425.0,290.0
65,220.0,425.0,290.0
66,221.0,425.0,290.0
67,222.0,425.0,290.0
68,223.0,425.0,290.0
69,224.0,425.0,290.0
70,225.0,425.0,290.0
71,226.0,425.0,290.0
72,227.0,425.0,290.0
73,228.0,425.0,290.0
74,229.0,425.0,290.0
75,230.0,425.0,290.0
76,231.0,425.0,290.0
77,232.0,425.0,290.0
78,233.0,425.0,290.0
79,234.0,425.0,290.0
80,235.0,425.0,290.0
81,236.0,425.0,290.0
82,237.0,425.0,290.0
83,238.0,425.0,290.0
84,239.0,425.0,290.0
85,240.0,425.0,290.0
86,241.0,425.0,290.0
87,242.0,425.0,290.0
88,243.0,425.0,290.0
89,244.0,425.0,290.0
90,245.0,425.0,290.0
91,246.0,425.0,290.0
92,247.0,425.0,290.0
93,248.0,425.0,290.0
94,249.0,425.0,290.0
95,250.0,425.0,290.0
96,251.0,425.0,290.0
97,252.0,425.0,290.0
98,253.0,425.0,290.0
99,254.0,425.0,290.0
100,255.0,425.0,290.0
101,256.0,425.0,290.0
102,257.0,425.0,290.0
103,258.0,425.0,290.0
104,259.0,425.0,290.0
105,260.0,425.0,290.0
106,261.0,425.0,290.0
107,262.0,425.0,290.0
108,263.0,425.0,290.0
109,264.0,425.0,290.0
110,265.0,425.0,290.0
111,266.0,425.0,290.0
112,267.0,425.0,290.0
113,268.0,425.0,290.0
114,269.0,425.0,290.0
115,270.0,425.0,290.0
116,271.0,425.0,290.0
117,272.0,425.0,290.0
118,273.0,425.0,290.0
119,274.0,425.0,290.0
120,275.0,425.0,290.0
121,276.0,425.0,290.0
122,277.0,425.0,290.0
123,278.0,425.0,290.0
124,279.0,425.0,290.0
125,280.0,425.0,290.0
126,281.0,425.0,290.0
127,282.0,425.0,290.0
128,283.0,425.0,290.0
129,284.0,425.0,290.0
