index,x_pos,y_pos,z_pos
0,1,0,-25
1,0,0,-25
2,0,1,-25
3,0,2,-25
4,0,3,-25
5,0,2,-25
6,0,1,-25
7,0,0,-25
8,1,0,-25
9,0,0,-25
10,0,1,-25
11,0,0,-25
12,0,1,-25
13,0,2,-25
14,0,1,-25
15,0,2,-25
16,0,1,-25
17,0,2,-25
18,0,3,-25
19,0,4,-25
20,0,5,-25
21,0,4,-25
22,0,3,-25
23,0,4,-25
24,0,3,-25
25,0,2,-25
26,0,1,-25
27,0,2,-25
28,0,1,-25
29,0,0,-25
30,1,0,-25
31,0,0,-25
32,1,0,-25
33,0,0,-25
34,0,1,-25
35,0,0,-25
36,0,1,-25
37,0,2,-25
38,0,3,-25
39,0,4,-25
40,0,5,-25
41,0,6,-25
42,0,5,-25
43,0,6,-25
44,0,7,-25
45,0,8,-25
46,0,7,-25
47,0,8,-25
48,0,7,-25
49,0,8,-25
50,0,7,-25
51,0,6,-25
52,0,7,-25
53,1,7,-25
54,0,7,-25
55,1,7,-25
56,2,7,-25
57,1,7,-25
58,0,7,-25
59,1,7,-25
60,2,7,-25
61,1,7,-25
62,2,7,-25
63,3,7,-25
64,4,7,-25
65,5,7,-25
66,4,7,-25
67,3,7,-25
68,2,7,-25
69,3,7,-25
70,4,7,-25
71,3,7,-25
72,2,7,-25
73,3,7,-25
74,4,7,-25
75,5,7,-25
76,4,7,-25
77,3,7,-25
78,2,7,-25
79,3,7,-25
80,4,7,-25
81,5,7,-25
82,6,7,-25
83,7,7,-25
84,7,8,-25
85,7,9,-25
86,7,10,-25
87,7,9,-25
88,7,8,-25
89,7,9,-25
90,7,10,-25
91,7,11,-25
92,7,12,-25
93,7,13,-25
94,7,12,-25
95,7,11,-25
96,7,10,-25
97,7,9,-25
98,7,10,-25
99,7,11,-25
100,7,12,-25
101,7,13,-25
102,7,14,-25
103,7,15,-25
104,7,16,-25
105,7,17,-25
106,7,18,-25
107,7,19,-25
108,7,20,-25
109,7,21,-25
110,6,21,-25
111,7,21,-25
112,6,21,-25
113,7,21,-25
114,8,21,-25
115,9,21,-25
116,10,21,-25
117,9,21,-25
118,10,21,-25
119,9,21,-25
120,10,21,-25
121,9,21,-25
122,8,21,-25
123,9,21,-25
124,10,21,-25
125,11,21,-25
126,12,21,-25
127,13,21,-25
128,12,21,-25
129,11,21,-25
130,10,21,-25
131,11,21,-25
132,10,21,-25
133,9,21,-25
134,8,21,-25
135,7,21,-25
136,7,20,-25
137,7,19,-25
138,7,18,-25
139,7,19,-25
140,7,20,-25
141,7,19,-25
142,7,20,-25
143,7,21,-25
144,7,22,-25
145,7,21,-25
146,7,20,-25
147,7,21,-25
148,7,20,-25
149,7,21,-25
150,8,21,-25
151,7,21,-25
152,7,22,-25
153,7,21,-25
154,6,21,-25
155,7,21,-25
156,8,21,-25
157,9,21,-25
158,10,21,-25
159,11,21,-25
160,12,21,-25
161,13,21,-25
162,14,21,-25
163,14,22,-25
164,14,21,-25
165,14,22,-25
166,14,23,-25
167,14,22,-25
168,14,21,-25
169,15,21,-25
170,16,21,-25
171,17,21,-25
172,18,21,-25
173,19,21,-25
174,18,21,-25
175,17,21,-25
176,18,21,-25
177,17,21,-25
178,18,21,-25
179,19,21,-25
180,20,21,-25
181,19,21,-25
182,20,21,-25
183,21,21,-25
