index,x_pos,y_pos,z_pos
0,7,23,-6
1,7,22,-6
2,8,21,-6
3,8,21,-6
4,7,21,-6
5,7,21,-6
6,7,21,-6
7,7,21,-6
8,7,22,-6
9,7,22,-6
10,7,21,-6
11,7,21,-6
12,7,22,-6
13,7,23,-6
14,7,24,-6
15,7,25,-6
16,7,25,-6
17,7,24,-6
18,7,23,-6
19,7,23,-6
20,7,23,-6
21,7,22,-6
22,8,21,-6
23,9,21,-6
24,9,21,-6
25,9,21,-6
26,10,21,-6
27,11,21,-6
28,11,21,-6
29,10,21,-6
30,10,21,-6
31,11,21,-6
32,12,21,-6
33,13,21,-6
34,14,21,-6
35,14,22,-6
36,14,22,-6
37,14,21,-6
38,14,21,-6
39,15,21,-6
40,16,21,-6
41,17,21,-6
42,17,21,-6
43,17,21,-6
44,18,21,-6
45,19,21,-6
46,20,21,-6
47,21,21,-6
48,22,21,-6
49,23,21,-6
50,23,21,-6
51,23,21,-6
52,24,21,-6
53,24,21,-6
54,24,21,-6
55,24,21,-6
56,23,21,-6
57,23,21,-6
58,24,21,-6
59,24,21,-6
60,24,21,-6
61,24,21,-6
62,23,21,-6
63,23,21,-6
64,24,21,-6
65,25,21,-6
66,26,21,-6
67,26,21,-6
68,25,21,-6
69,25,21,-6
70,26,21,-6
71,27,21,-6
72,28,21,-6
73,29,21,-6
74,30,21,-6
75,30,21,-6
76,30,21,-6
77,31,21,-6
78,32,21,-6
79,33,21,-6
80,33,21,-6
81,33,21,-6
82,34,21,-6
83,35,21,-6
84,36,21,-6
85,36,21,-6
86,35,21,-6
87,35,21,-6
88,36,21,-6
89,36,21,-6
90,35,21,-6
91,35,21,-6
92,35,21,-6
93,35,21,-6
94,35,21,-6
95,35,20,-6
96,35,20,-6
97,35,21,-6
98,36,21,-6
99,37,21,-6
100,38,21,-6
101,38,21,-6
102,38,21,-6
103,38,21,-6
104,38,21,-6
105,39,21,-6
106,39,21,-6
107,38,21,-6
108,37,21,-6
109,37,21,-6
110,37,21,-6
111,37,21,-6
112,38,21,-6
113,38,21,-6
114,38,21,-6
115,38,21,-6
116,37,21,-6
117,37,21,-6
118,37,21,-6
119,36,21,-6
120,35,21,-6
121,34,21,-6
122,33,21,-6
123,33,21,-6
124,34,21,-6
125,34,21,-6
126,33,21,-6
127,32,21,-6
128,32,21,-6
129,33,21,-6
130,33,21,-6
131,32,21,-6
132,32,21,-6
133,33,21,-6
134,33,21,-6
135,32,21,-6
136,31,21,-6
137,31,21,-6
138,32,21,-6
139,32,21,-6
140,32,21,-6
141,33,21,-6
142,34,21,-6
143,35,21,-6
144,35,22,-6
