12:36:08,354 RL Layer2 INFO Experiment Date: 2021-01-10  12:36
12:36:11,323 RL Layer2 INFO 0,719.4777221679688, 420.0, -50.9061279296875
12:36:12,324 RL Layer2 INFO 1,717.7709350585938, 420.0, -50.822479248046875
12:36:13,324 RL Layer2 INFO 2,715.0382690429688, 420.0, -50.76891326904297
12:36:14,325 RL Layer2 INFO 3,711.4094848632812, 420.0, -50.7376823425293
12:36:15,327 RL Layer2 INFO 4,707.1761474609375, 420.0, -50.72373580932617
12:36:16,334 RL Layer2 INFO 5,702.7010498046875, 419.9249267578125, -50.75215148925781
12:36:17,355 RL Layer2 INFO 6,698.242919921875, 419.06512451171875, -51.042823791503906
12:36:18,355 RL Layer2 INFO 7,694.3903198242188, 417.0697937011719, -51.13808822631836
12:36:19,356 RL Layer2 INFO 8,691.9685668945312, 414.61895751953125, -51.07091522216797
12:36:20,356 RL Layer2 INFO 9,690.3253173828125, 411.5019226074219, -50.97572708129883
12:36:21,356 RL Layer2 INFO 10,689.466552734375, 407.72625732421875, -50.89018630981445
12:36:22,358 RL Layer2 INFO 11,689.3884887695312, 403.52978515625, -50.828067779541016
12:36:23,358 RL Layer2 INFO 12,690.01904296875, 398.83184814453125, -50.78559875488281
12:36:24,364 RL Layer2 INFO 13,691.2032470703125, 394.0243835449219, -50.76177978515625
12:36:25,364 RL Layer2 INFO 14,692.9049072265625, 388.81500244140625, -50.74920654296875
12:36:26,365 RL Layer2 INFO 15,694.8353271484375, 383.72412109375, -50.74592208862305
12:36:27,366 RL Layer2 INFO 16,696.6619873046875, 379.20050048828125, -50.74824523925781
12:36:28,366 RL Layer2 INFO 17,699.0472412109375, 373.25799560546875, -50.76191711425781
12:36:29,367 RL Layer2 INFO 18,701.1300048828125, 367.39300537109375, -50.8033447265625
12:36:30,372 RL Layer2 INFO 19,702.7036743164062, 361.49822998046875, -50.84518051147461
12:36:31,372 RL Layer2 INFO 20,703.7451171875, 355.2224426269531, -50.85394287109375
12:36:32,372 RL Layer2 INFO 21,704.169921875, 348.9942626953125, -50.84033203125
12:36:33,373 RL Layer2 INFO 22,704.0557250976562, 342.733154296875, -50.82009506225586
12:36:34,374 RL Layer2 INFO 23,703.5410766601562, 336.9213562011719, -50.80287551879883
12:36:35,374 RL Layer2 INFO 24,702.6927490234375, 330.93255615234375, -50.78840255737305
12:36:36,375 RL Layer2 INFO 25,701.6515502929688, 325.0464172363281, -50.78052520751953
12:36:37,381 RL Layer2 INFO 26,700.8239135742188, 320.7012634277344, -50.77922439575195
12:36:38,382 RL Layer2 INFO 27,699.805908203125, 315.18341064453125, -50.78586959838867
12:36:39,382 RL Layer2 INFO 28,698.85400390625, 309.0304260253906, -50.80354690551758
12:36:40,382 RL Layer2 INFO 29,698.2026977539062, 302.9270935058594, -50.81455993652344
12:36:41,383 RL Layer2 INFO 30,697.8636474609375, 296.4379577636719, -50.81555938720703
12:36:42,384 RL Layer2 INFO 31,697.8809204101562, 289.6614074707031, -50.80875015258789
12:36:43,390 RL Layer2 INFO 32,698.0770263671875, 283.2940368652344, -50.885860443115234
12:36:44,397 RL Layer2 INFO 33,697.2960205078125, 277.2611083984375, -51.27772521972656
12:36:45,398 RL Layer2 INFO 34,695.4376220703125, 272.5600891113281, -51.333003997802734
12:36:46,399 RL Layer2 INFO 35,692.8026733398438, 269.2665710449219, -51.19601821899414
12:36:47,401 RL Layer2 INFO 36,689.4002685546875, 267.0979309082031, -51.04243087768555
12:36:48,403 RL Layer2 INFO 37,686.2337646484375, 266.1483459472656, -50.94424057006836
12:36:49,404 RL Layer2 INFO 38,682.1145629882812, 265.8342590332031, -50.860931396484375
12:36:50,404 RL Layer2 INFO 39,677.7962646484375, 266.25323486328125, -50.80769729614258
12:36:51,405 RL Layer2 INFO 40,673.1839599609375, 267.2872314453125, -50.77470397949219
12:36:52,406 RL Layer2 INFO 41,668.1453247070312, 268.9053649902344, -50.756656646728516
12:36:53,407 RL Layer2 INFO 42,662.96728515625, 270.9360046386719, -50.74943923950195
12:36:54,409 RL Layer2 INFO 43,657.4584350585938, 273.35662841796875, -50.74911880493164
12:36:55,412 RL Layer2 INFO 44,651.7003173828125, 276.0185852050781, -50.754783630371094
12:36:56,413 RL Layer2 INFO 45,645.9248657226562, 278.64788818359375, -50.7692756652832
12:36:57,414 RL Layer2 INFO 46,640.2720336914062, 280.9523010253906, -50.812015533447266
12:36:58,415 RL Layer2 INFO 47,634.7399291992188, 282.71832275390625, -50.863704681396484
12:36:59,416 RL Layer2 INFO 48,628.6788940429688, 284.0271301269531, -50.8796501159668
12:37:00,416 RL Layer2 INFO 49,622.3115844726562, 284.7357177734375, -50.86589813232422
12:37:01,417 RL Layer2 INFO 50,616.2305908203125, 284.84222412109375, -50.84309005737305
12:37:02,419 RL Layer2 INFO 51,609.9178466796875, 284.44635009765625, -50.81950759887695
12:37:03,419 RL Layer2 INFO 52,603.7482299804688, 283.65478515625, -50.80101013183594
12:37:04,421 RL Layer2 INFO 53,597.1802978515625, 282.49468994140625, -50.78736877441406
12:37:05,421 RL Layer2 INFO 54,590.7459106445312, 281.1881408691406, -50.782135009765625
12:37:06,424 RL Layer2 INFO 55,584.1463623046875, 279.86065673828125, -50.78956604003906
12:37:07,426 RL Layer2 INFO 56,577.3599243164062, 278.73211669921875, -50.810916900634766
12:37:08,434 RL Layer2 INFO 57,570.7474365234375, 278.0005798339844, -50.823787689208984
12:37:09,437 RL Layer2 INFO 58,564.3392944335938, 277.6672668457031, -50.82358169555664
