index,x_pos,y_pos,z_pos,w_or,x_or,y_or,z_or,x_lin_vel,y_lin_vel,z_lin_vel,x_ang_vel,y_ang_vel,z_ang_vel,x_lin_acc,y_lin_acc,z_lin_acc,x_ang_acc,y_ang_acc,z_ang_acc
0.0,290.09832763671875,829.9996337890625,-270.0008544921875,0.9999926090240479,9.417515684617683e-05,0.003486730856820941,-0.0016306383768096566,10.91884994506836,-0.04227621853351593,-0.08607043325901031,0.045382626354694366,0.14559856057167053,-0.35959675908088684,-0.8033400774002075,0.002322707325220108,1.866847038269043,5.386572360992432,-142.1433868408203,0.6718388795852661
0.01,290.22930908203125,829.9991455078125,-270.0016174316406,0.9999927878379822,0.0004201392875984311,0.0005308128893375397,-0.003754743142053485,10.909366607666016,-0.04221583530306816,-0.0347568541765213,0.047233354300260544,-0.859224259853363,-0.3465263545513153,-0.7663448452949524,0.007105778902769089,6.638702392578125,-3.9399571418762207,-22.18051528930664,1.2868421077728271
0.02,290.882568359375,829.99658203125,-270.0011291503906,0.9985383152961731,-0.042449045926332474,0.029323436319828033,-0.016107140108942986,10.860825538635254,-0.05400823801755905,-0.002269117860123515,-2.735816240310669,2.6992404460906982,-0.506773829460144,-1.2736623287200928,-0.7530972361564636,-0.34796142578125,3.057959794998169,13.107050895690918,-4.181807041168213
0.03,291.8192443847656,829.98583984375,-270.00433349609375,0.9786710739135742,-0.14395888149738312,0.13861910998821259,-0.04757676646113396,10.632512092590332,-0.22514548897743225,-0.08262178301811218,-1.8186230659484863,2.2434961795806885,-0.8644986152648926,-4.0419697761535645,-3.1459150314331055,-1.318770408630371,19.531639099121094,-16.061344146728516,-4.006443023681641
0.04,292.6951599121094,829.9539184570312,-270.0164489746094,0.9539927840232849,-0.1979946792125702,0.20514218509197235,-0.09280384331941605,10.18757438659668,-0.5577806830406189,-0.21365655958652496,-0.7902990579605103,1.3999743461608887,-1.1897472143173218,-6.457769870758057,-4.611936569213867,-1.7835664749145508,9.704258918762207,-5.795974254608154,-3.6873650550842285
0.05,293.4395751953125,829.8986206054688,-270.03753662109375,0.9340093731880188,-0.2205098569393158,0.24052807688713074,-0.1454239934682846,9.640925407409668,-0.9218670129776001,-0.34970328211784363,-0.1955801099538803,1.1252955198287964,-1.4472297430038452,-8.054656982421875,-4.968286037445068,-1.8350343704223633,6.453429698944092,-1.9488295316696167,-3.174058198928833
0.060000000000000005,294.1387023925781,829.815673828125,-270.0689697265625,0.9135304093360901,-0.22765351831912994,0.2646661400794983,-0.2087772786617279,8.987561225891113,-1.285715103149414,-0.48889997601509094,0.20153696835041046,1.0647867918014526,-1.6661021709442139,-9.319771766662598,-4.631263256072998,-1.8799324035644531,4.278930187225342,0.1197618842124939,-2.6676855087280273
0.07,294.7608337402344,829.7117309570312,-270.10906982421875,0.8902008533477783,-0.2245698720216751,0.28252506256103516,-0.2780117094516754,8.280723571777344,-1.5913653373718262,-0.6262966394424438,0.4556012451648712,1.1151303052902222,-1.8418415784835815,-10.271782875061035,-3.781620502471924,-1.9377079010009766,2.8646938800811768,1.1622002124786377,-2.2217419147491455
0.08,295.146240234375,829.6312255859375,-270.1413879394531,0.8712779879570007,-0.2183535099029541,0.29291269183158875,-0.32771724462509155,7.775496959686279,-1.7542468309402466,-0.7202068567276001,0.5758754014968872,1.1806644201278687,-1.9419258832931519,-10.757743835449219,-2.97597336769104,-1.9739112854003906,2.173645496368408,1.5342546701431274,-1.952203631401062
0.09,295.843505859375,829.4522094726562,-270.2182922363281,0.8308001160621643,-0.20884475111961365,0.2898537218570709,-0.42677855491638184,6.760271072387695,-1.9495939016342163,-0.871336042881012,0.6465606689453125,-0.2664586901664734,-2.0968754291534424,-10.584772109985352,-1.4919102191925049,-1.8546676635742188,-1.2474552392959595,-10.614347457885742,-1.3651642799377441
0.09999999999999999,296.24871826171875,829.3264770507812,-270.2771301269531,0.8086404800415039,-0.21930067241191864,0.2532771825790405,-0.4835892617702484,6.114845275878906,-2.044755220413208,-0.9995540380477905,0.5469790697097778,-0.7680541276931763,-2.174819231033325,-9.864716529846191,-1.622131109237671,-2.2030162811279297,-1.975197196006775,-5.87613582611084,-1.1143529415130615
0.10999999999999999,296.5982971191406,829.2005615234375,-270.34130859375,0.7844685316085815,-0.2366768717765808,0.20940297842025757,-0.5336137413978577,5.544151306152344,-2.157740831375122,-1.141758680343628,0.4251421391963959,-0.9955774545669556,-2.235811948776245,-9.143381118774414,-2.192084789276123,-2.4869985580444336,-2.145733118057251,-2.8392791748046875,-0.9215145111083984
0.11999999999999998,296.7127380371094,829.1547241210938,-270.3658447265625,0.7748631238937378,-0.24393732845783234,0.19308888912200928,-0.5502712726593018,5.354450225830078,-2.206561326980591,-1.1949454545974731,0.3798608183860779,-1.0433621406555176,-2.2545454502105713,-8.920873641967773,-2.460902690887451,-2.568979263305664,-2.161329746246338,-1.9200661182403564,-0.8627316355705261
0.12999999999999998,297.03277587890625,829.01025390625,-270.44635009765625,0.7418264150619507,-0.2681596577167511,0.14325682818889618,-0.5977135896682739,4.811108112335205,-2.390214681625366,-1.361525535583496,0.23919296264648438,-1.104839563369751,-2.3038170337677,-8.352326393127441,-3.3920223712921143,-2.6786298751831055,-2.3168506622314453,-0.3255215883255005,-0.7056951522827148
0.13999999999999999,297.17340087890625,828.9369506835938,-270.4884033203125,0.7237234711647034,-0.2805626094341278,0.11972683668136597,-0.6190109252929688,4.563810348510742,-2.4990830421447754,-1.4415066242218018,0.16817891597747803,-1.1017751693725586,-2.3239877223968506,-8.146087646484375,-3.86906099319458,-2.651858329772949,-2.426788568496704,0.45397356152534485,-0.6403614282608032
0.15,297.2275695800781,828.9066772460938,-270.5058898925781,0.7160390615463257,-0.2856151759624481,0.11045277863740921,-0.6273055672645569,4.466423988342285,-2.5466907024383545,-1.4732697010040283,0.13872450590133667,-1.095631718635559,-2.331528663635254,-8.086947441101074,-4.065930366516113,-2.6423654556274414,-2.4833414554595947,0.5395036339759827,-0.6166403293609619
0.16,297.5972595214844,828.6589965820312,-270.6488952636719,0.650306761264801,-0.324806272983551,0.04453303664922714,-0.6852874159812927,3.750498056411743,-2.9780893325805664,-1.6991610527038574,-0.10796283185482025,-1.0061513185501099,-2.379838705062866,-7.920495986938477,-5.509299278259277,-2.330550193786621,-3.054130792617798,1.9953018426895142,-0.46595460176467896
0.17,297.8752746582031,828.3988647460938,-270.7929382324219,0.5787279009819031,-0.3530343174934387,0.0005439911037683487,-0.7351466417312622,3.114187002182007,-3.4526822566986084,-1.8465511798858643,-0.39709368348121643,-0.24950914084911346,-2.412245750427246,-8.087691307067871,-6.199009895324707,-1.6932373046875,-5.025847434997559,8.227132797241211,-0.34291085600852966
0.18000000000000002,298.1289367675781,828.0512084960938,-270.9716491699219,0.48168182373046875,-0.3638473153114319,-0.014983643777668476,-0.7971031069755554,2.3305206298828125,-4.017279624938965,-1.9926196336746216,-0.8886821866035461,0.38269418478012085,-2.4378304481506348,-8.764263153076172,-5.695300579071045,-1.4296941757202148,-5.368305683135986,4.672815799713135,-0.20663127303123474
0.19000000000000003,298.27874755859375,827.7350463867188,-271.1247253417969,0.39204174280166626,-0.36427199840545654,-0.006375529803335667,-0.8447299003601074,1.6706442832946777,-4.39129114151001,-2.0708377361297607,-1.2612618207931519,0.6300485134124756,-2.4075260162353516,-8.21091079711914,-3.891706943511963,0.06055736541748047,-4.2311811447143555,2.1332004070281982,2.0563313961029053
0.20000000000000004,298.3928527832031,827.35546875,-271.294921875,0.2951597273349762,-0.3533162474632263,0.0021784633863717318,-0.8877182602882385,1.0666320323944092,-4.620098114013672,-1.9493242502212524,-0.3750672936439514,0.6780062317848206,-2.1066513061523438,-6.5147833824157715,-1.983186960220337,2.1772284507751465,6.6974101066589355,-0.37925052642822266,4.847816467285156
0.21000000000000005,298.4555969238281,827.0040283203125,-271.4342041015625,0.22881366312503815,-0.33269405364990234,-0.011056401766836643,-0.9147878289222717,0.6197564005851746,-4.743615627288818,-1.755907654762268,0.034302037209272385,0.5984993577003479,-1.6928374767303467,-5.484560012817383,-1.4125276803970337,2.863222122192383,3.2902495861053467,-1.7526155710220337,6.063013076782227
0.22000000000000006,298.4792175292969,826.7748413085938,-271.5151062011719,0.1956774741411209,-0.3193757236003876,-0.022488726302981377,-0.9269323945045471,0.36781206727027893,-4.807770252227783,-1.613372564315796,0.14771145582199097,0.5036405324935913,-1.3908039331436157,-5.035070419311523,-1.279721736907959,3.05679988861084,1.720768690109253,-2.148958683013916,6.482304096221924
0.23000000000000007,298.49188232421875,826.5133666992188,-271.59771728515625,0.16699637472629547,-0.30639880895614624,-0.035038016736507416,-0.9364851117134094,0.10529985278844833,-4.875596046447754,-1.4462796449661255,0.19473375380039215,0.38467785716056824,-1.033395767211914,-4.7145280838012695,-1.2471400499343872,3.110494613647461,0.21348363161087036,-2.181547164916992,6.717827796936035
0.24000000000000007,298.4887390136719,826.1888427734375,-271.68646240234375,0.14417147636413574,-0.2945114076137543,-0.047429874539375305,-0.9435189962387085,-0.19968421757221222,-4.959469318389893,-1.2448608875274658,0.17833013832569122,0.25190532207489014,-0.5896344780921936,-4.615634918212891,-1.323082447052002,2.8837857246398926,-0.71353679895401,-1.7992826700210571,6.598351001739502
0.25000000000000006,298.46978759765625,825.9039306640625,-271.75299072265625,0.1348150074481964,-0.287784218788147,-0.05411162227392197,-0.9466135501861572,-0.46673592925071716,-5.038670063018799,-1.093417763710022,0.12373228371143341,0.16424986720085144,-0.22580842673778534,-4.761813640594482,-1.455359697341919,2.430365562438965,-1.2189264297485352,-1.2636375427246094,6.1644158363342285
0.26000000000000006,298.4606018066406,825.81298828125,-271.77227783203125,0.13372790813446045,-0.28625625371932983,-0.055332593619823456,-0.9471601843833923,-0.5528953671455383,-5.065213680267334,-1.050885796546936,0.10276006907224655,0.1430138647556305,-0.11616028100252151,-4.812744140625,-1.4939156770706177,2.2939863204956055,-1.2804819345474243,-1.0978460311889648,6.019253253936768
0.2700000000000001,298.4606018066406,825.81298828125,-271.77227783203125,0.13372790813446045,-0.28625625371932983,-0.055332593619823456,-0.9471601843833923,-0.5528953671455383,-5.065213680267334,-1.050885796546936,0.10276006907224655,0.1430138647556305,-0.11616028100252151,-4.812744140625,-1.4939156770706177,2.2939863204956055,-1.2804819345474243,-1.0978460311889648,6.019253253936768
0.2800000000000001,298.4606018066406,825.81298828125,-271.77227783203125,0.13372790813446045,-0.28625625371932983,-0.055332593619823456,-0.9471601843833923,-0.5528953671455383,-5.065213680267334,-1.050885796546936,0.10276006907224655,0.1430138647556305,-0.11616028100252151,-4.812744140625,-1.4939156770706177,2.2939863204956055,-1.2804819345474243,-1.0978460311889648,6.019253253936768
