id,time,x,y,z
3143330596,0,431,402,290
3143330596,1,451,402,290
3143330596,2,471,402,290
3143330596,3,491,402,290
3143330596,4,511,402,290
3143330596,5,531,402,290
3143330596,6,551,402,290
3143330596,7,571,402,290
3143330596,8,591,402,290
3143330596,9,611,402,290
3143330596,10,631,402,290
3143330596,11,651,402,290
3143330596,12,671,402,290
3143330596,13,671,422,290
3143330596,14,671,442,290
3143330596,15,671,462,290
3143330596,16,671,482,290
3143330596,17,671,502,290
3143330596,18,671,522,290
3143330596,19,691,522,290
3143330596,20,711,522,290
3143330596,21,731,522,290
3143330596,22,751,522,290
3143330596,23,771,522,290
3143330596,24,791,522,290
3143330596,25,791,502,290
3143330596,26,791,482,290
3143330596,27,791,462,290
3143330596,28,791,442,290
3143330596,29,791,422,290
3143330596,30,791,402,290
3143330596,31,811,402,290
3143330596,32,831,402,290
3143330596,33,851,402,290
3143330596,34,871,402,290
3143330596,35,891,402,290
3143330596,36,911,402,290
3143330596,37,911,382,290
3143330596,38,911,362,290
3143330596,39,911,342,290
3143330596,40,911,322,290
3143330596,41,911,302,290
3143330596,42,911,282,290
3143330596,43,891,282,290
3143330596,44,871,282,290
3143330596,45,851,282,290
3143330596,46,831,282,290
3143330596,47,811,282,290
3143330596,48,791,282,290
3143330596,49,791,302,290
3143330596,50,791,322,290
3143330596,51,791,342,290
3143330596,52,791,362,290
3143330596,53,791,382,290
3143330596,54,791,402,290
3143330596,55,811,402,290
3143330596,56,831,402,290
3143330596,57,851,402,290
3143330596,58,871,402,290
3143330596,59,891,402,290
3143330596,60,911,402,290
3143330596,61,931,402,290
3143330596,62,951,402,290
3143330596,63,971,402,290
3143330596,64,991,402,290
3143330596,65,1011,402,290
3143330596,66,1031,402,290
3143330596,67,1031,422,290
3143330596,68,1031,442,290
3143330596,69,1031,462,290
3143330596,70,1031,482,290
3143330596,71,1031,502,290
3143330596,72,1031,522,290
3143330596,73,1051,522,290
3143330596,74,1071,522,290
3143330596,75,1091,522,290
3143330596,76,1111,522,290
3143330596,77,1131,522,290
3143330596,78,1151,522,290
3143330596,79,1171,522,290
3143330596,80,1191,522,290
3143330596,81,1211,522,290
3143330596,82,1231,522,290
3143330596,83,1251,522,290
3143330596,84,1271,522,290
3143330596,85,1291,522,290
3143330596,86,1311,522,290
3143330596,87,1331,522,290
3143330596,88,1351,522,290
3143330596,89,1371,522,290
3143330596,90,1391,522,290
3143330596,91,1391,542,290
3143330596,92,1391,562,290
3143330596,93,1391,582,290
3143330596,94,1391,602,290
3143330596,95,1391,622,290
3143340592,0,554,758,290
3143340592,1,574,758,290
3143340592,2,594,758,290
3143340592,3,614,758,290
3143340592,4,634,758,290
3143340592,5,654,758,290
3143340592,6,674,758,290
3143340592,7,674,738,290
3143340592,8,674,718,290
3143340592,9,674,698,290
3143340592,10,674,678,290
3143340592,11,674,658,290
3143340592,12,674,638,290
3143340592,13,674,618,290
3143340592,14,674,598,290
3143340592,15,674,578,290
3143340592,16,674,558,290
3143340592,17,674,538,290
3143340592,18,674,518,290
3143340592,19,694,518,290
3143340592,20,714,518,290
3143340592,21,734,518,290
3143340592,22,754,518,290
3143340592,23,774,518,290
3143340592,24,794,518,290
3143340592,25,794,498,290
3143340592,26,794,478,290
3143340592,27,794,458,290
3143340592,28,794,438,290
3143340592,29,794,418,290
3143340592,30,794,398,290
3143340592,31,794,378,290
3143340592,32,794,358,290
3143340592,33,794,338,290
3143340592,34,794,318,290
3143340592,35,794,298,290
3143340592,36,794,278,290
3143340592,37,814,278,290
3143340592,38,834,278,290
3143340592,39,854,278,290
3143340592,40,874,278,290
3143340592,41,894,278,290
3143340592,42,914,278,290
3143340592,43,914,258,290
3143340592,44,914,238,290
3143340592,45,914,218,290
3143340592,46,914,198,290
3143340592,47,914,178,290
3143340592,48,914,158,290
3143340592,49,894,158,290
3143340592,50,874,158,290
3143340592,51,854,158,290
3143340592,52,834,158,290
3143340592,53,814,158,290
3143340592,54,794,158,290
3143340592,55,794,178,290
3143340592,56,794,198,290
3143340592,57,794,218,290
3143340592,58,794,238,290
3143340592,59,794,258,290
3143340592,60,794,278,290
3143340592,61,794,298,290
3143340592,62,794,318,290
3143340592,63,794,338,290
3143340592,64,794,358,290
3143340592,65,794,378,290
3143340592,66,794,398,290
3143340592,67,794,418,290
3143340592,68,794,438,290
3143340592,69,794,458,290
3143340592,70,794,478,290
3143340592,71,794,498,290
3143340592,72,794,518,290
3143340592,73,774,518,290
3143340592,74,754,518,290
3143340592,75,734,518,290
3143340592,76,714,518,290
3143340592,77,694,518,290
3143340592,78,674,518,290
3143340592,79,674,538,290
3143340592,80,674,558,290
3143340592,81,674,578,290
3143340592,82,674,598,290
3143340592,83,674,618,290
3143340592,84,674,638,290
3143340592,85,694,638,290
3143340592,86,714,638,290
3143340592,87,734,638,290
3143340592,88,754,638,290
3143340592,89,774,638,290
3143340592,90,794,638,290
3143340592,91,794,618,290
3143340592,92,794,598,290
3143340592,93,794,578,290
3143340592,94,794,558,290
3143340592,95,794,538,290
3143340593,0,850,644,290
3143340593,1,870,644,290
3143340593,2,890,644,290
3143340593,3,910,644,290
3143340593,4,930,644,290
3143340593,5,950,644,290
3143340593,6,970,644,290
3143340593,7,970,664,290
3143340593,8,970,684,290
3143340593,9,970,704,290
3143340593,10,970,724,290
3143340593,11,970,744,290
3143340593,12,970,764,290
3143340593,13,990,764,290
3143340593,14,1010,764,290
3143340593,15,1030,764,290
3143340593,16,1050,764,290
3143340593,17,1070,764,290
3143340593,18,1090,764,290
3143340593,19,1110,764,290
3143340593,20,1130,764,290
3143340593,21,1150,764,290
3143340593,22,1170,764,290
3143340593,23,1190,764,290
3143340593,24,1210,764,290
3143340593,25,1210,744,290
3143340593,26,1210,724,290
3143340593,27,1210,704,290
3143340593,28,1210,684,290
3143340593,29,1210,664,290
3143340593,30,1210,644,290
3143340593,31,1230,644,290
3143340593,32,1250,644,290
3143340593,33,1270,644,290
3143340593,34,1290,644,290
3143340593,35,1310,644,290
3143340593,36,1330,644,290
3143340593,37,1330,664,290
3143340593,38,1330,684,290
3143340593,39,1330,704,290
3143340593,40,1330,724,290
3143340593,41,1330,744,290
3143340593,42,1330,764,290
3143340593,43,1310,764,290
3143340593,44,1290,764,290
3143340593,45,1270,764,290
3143340593,46,1250,764,290
3143340593,47,1230,764,290
3143340593,48,1210,764,290
3143340593,49,1190,764,290
3143340593,50,1170,764,290
3143340593,51,1150,764,290
3143340593,52,1130,764,290
3143340593,53,1110,764,290
3143340593,54,1090,764,290
3143340593,55,1090,744,290
3143340593,56,1090,724,290
3143340593,57,1090,704,290
3143340593,58,1090,684,290
3143340593,59,1090,664,290
3143340593,60,1090,644,290
3143340593,61,1070,644,290
3143340593,62,1050,644,290
3143340593,63,1030,644,290
3143340593,64,1010,644,290
3143340593,65,990,644,290
3143340593,66,970,644,290
3143340593,67,990,644,290
3143340593,68,1010,644,290
3143340593,69,1030,644,290
3143340593,70,1050,644,290
3143340593,71,1070,644,290
3143340593,72,1090,644,290
3143340593,73,1090,664,290
3143340593,74,1090,684,290
3143340593,75,1090,704,290
3143340593,76,1090,724,290
3143340593,77,1090,744,290
3143340593,78,1090,764,290
3143340593,79,1090,784,290
3143340593,80,1090,804,290
3143340593,81,1090,824,290
3143340593,82,1090,844,290
3143340593,83,1090,864,290
3143340594,0,150,42,290
3143340594,1,170,42,290
3143340594,2,190,42,290
