,x,y,z_pos,w_or,x_or,y_or,z_or,x_lin_vel,y_lin_vel,z_lin_vel,x_ang_vel,y_ang_vel,z_ang_vel,x_lin_acc,y_lin_acc,z_lin_acc,x_ang_acc,y_ang_acc,z_ang_acc,UAS id,UAS Relative time,UAS relative time,"z_pos,w_or,x_or,y_or,z_or,x_lin_vel,y_lin_vel,z_lin_vel,x_ang_vel,y_ang_vel,z_ang_vel,x_lin_acc,y_lin_acc,z_lin_acc,x_ang_acc,y_ang_acc,z_ang_acc"
12.0,276.07977294921875,536.280029296875,-90.49400329589844,-0.7049615979194641,-0.029478913173079487,0.029530530795454982,-0.7080169916152954,-0.05149415135383606,11.264856338500975,0.07971909642219542,-0.003871676512062549,0.013108949176967144,-0.002614486496895552,0.002026557922363281,0.23740684986114505,-2.791531562805176,-0.001404870068654418,0.009201480075716972,-0.00016385571507271382,59,12.0,,
13.0,276.034423828125,547.2678833007811,-90.493896484375,-0.7058244347572327,-0.028774134814739224,0.03018139116466045,-0.7071583867073059,-0.03802672028541565,11.266468048095705,0.0573129914700985,-0.0003440692089498043,0.010811332613229752,-0.001987810712307692,0.024846374988555908,0.2031938433647156,-2.3939971923828125,-0.009214984253048895,-0.4514845609664917,0.0012915211264044044,59,13.0,,
14.0,276.00674438476557,558.4923095703125,-90.49308776855469,-0.7063571214675903,-0.028813006356358525,0.03004826977849007,-0.7066304683685303,-0.018274571746587757,11.27099609375,0.0034841257147490983,0.0007253594230860473,0.0022058386821299787,-0.001002367353066802,0.019571483135223392,0.11059123277664183,-1.3086795806884766,0.004236467648297547,0.09982486814260484,0.0009422169532626867,59,14.0,,
15.0,275.9951171875,569.4124145507812,-90.49293518066406,-0.7065638899803162,-0.0290754958987236,0.029781630262732506,-0.7064242362976074,-0.005244647618383169,11.271306037902832,-0.0002219141460955143,0.0005819815560244024,0.002576659433543682,-0.0004186209407635033,0.010966181755065918,0.10395264625549316,-1.2298622131347656,0.0008699963218532503,0.14532187581062314,-0.000291546544758603,59,15.0,,
16.0,275.99496459960943,579.723876953125,-90.4949722290039,-0.7065810561180115,-0.029443280771374706,0.029687644913792614,-0.7063958048820496,0.00046324060531333083,11.262146949768065,0.10774961858987807,0.0005174803081899881,0.010001878254115582,8.180033910321072e-05,0.004401564598083496,0.2638359069824219,-3.0816755294799805,0.002597692422568798,0.7074779272079468,-0.0002477529924362898,59,16.0,,
17.0,275.99496459960943,590.8807373046875,-90.4937744140625,-0.7065814137458801,-0.02943512611091137,0.02949870564043522,-0.7064036726951599,0.002227362478151917,11.26750373840332,0.04433437064290047,0.0001226686290465295,0.007931862026453018,7.1688164098304705e-06,0.000998377799987793,0.1811017394065857,-2.1355981826782227,-0.0011174471583217382,-0.5233789682388306,3.9034119254210964e-05,59,17.0,,
18.0,275.99496459960943,601.6655883789062,-90.4939422607422,-0.7065784931182861,-0.02948320098221302,0.029504569247365,-0.7064043283462524,0.0026333369314670567,11.265766143798828,0.06511805206537248,3.192343137925491e-05,0.012028208002448082,-1.9998464040327235e-07,0.00030022859573364263,0.215047299861908,-2.528582572937012,0.0002571793447714299,-0.3443208634853363,1.5288114809663964e-06,59,18.0,,
19.0,275.99496459960943,612.315185546875,-90.49560546875,-0.7065746784210205,-0.0295760128647089,0.029586823657155037,-0.7064008116722107,0.002732787746936083,11.260580062866213,0.126034215092659,8.431816240772605e-06,0.004660083912312985,1.3411288364295617e-06,0.00012767314910888672,0.2575165033340454,-3.0019989013671875,-4.4344727939460427e-05,1.0484703779220579,-5.74211935600033e-06,59,19.0,,
20.0,275.99496459960943,623.4381713867188,-90.49330139160156,-0.7065781354904175,-0.02949417568743229,0.029502237215638164,-0.7064043879508972,0.0027604857459664345,11.265833854675293,0.06497694551944733,-2.9825546334905084e-06,0.012142196297645569,1.159774924985868e-07,6.681680679321289e-05,0.21502315998077395,-2.526515007019043,-0.0005320918280631304,-0.3437426686286926,-9.911464076139964e-06,59,20.0,,
21.0,275.99496459960943,634.3582763671875,-90.49584197998048,-0.7065750956535339,-0.029566386714577675,0.029573801904916763,-0.7064014673233032,0.0027655402664095163,11.26131534576416,0.11705663800239564,-4.0734266804065555e-06,0.007479760795831679,1.9647012905466003e-09,6.765127182006836e-05,0.26446181535720825,-3.088321685791016,-1.7736394511302933e-05,0.9070252180099488,-4.693825758295134e-06,59,21.0,,
