0,1754.000000,-311.000000
1,9083.000000,-5842.500000
2,4973.000000,-2739.500000
3,6520.000000,-3925.000000
4,658.000000,496.000000
5,3931.000000,-1947.500000
6,711.000000,470.500000
7,926.000000,299.000000
8,1972.000000,-481.000000
9,2953.000000,-1228.500000
10,1913.000000,-444.500000
11,578.000000,564.000000
12,997.000000,247.500000
13,5663.000000,-3268.500000
14,325.000000,751.500000
15,1562.000000,-157.000000
16,4269.000000,-2224.500000
17,973.000000,262.500000
18,416.000000,684.000000
19,1694.000000,-283.000000
20,763.000000,438.500000
21,732.000000,422.000000
22,296.000000,768.000000
23,4195.000000,-2158.500000
24,1619.000000,-239.500000
25,834.000000,359.000000
26,2173.000000,-639.500000
27,1420.000000,-90.000000
28,3079.000000,-1304.500000
29,331.000000,737.500000
30,285.000000,776.500000
31,376.000000,701.000000
32,681.000000,478.500000
33,547.000000,584.500000
34,371.000000,717.500000
35,502.000000,615.000000
36,285.000000,779.500000
37,1734.000000,-294.000000
38,291.000000,776.500000
39,464.000000,651.000000
40,287.000000,779.500000
41,660.000000,480.000000
42,263.000000,786.500000
43,567.000000,550.500000
44,447.000000,658.500000
45,606.000000,534.000000
46,367.000000,709.500000
47,239.000000,808.500000
48,386.000000,699.000000
49,286.000000,768.000000
50,396.000000,678.000000
51,437.000000,661.500000
52,664.000000,482.000000
53,285.000000,768.500000
54,382.000000,697.000000
55,234.000000,810.000000
56,383.000000,704.500000
57,260.000000,792.000000
58,213.000000,829.500000
59,919.000000,307.500000
60,302.000000,758.000000
61,493.000000,617.500000
62,316.000000,744.000000
63,892.000000,324.000000
64,389.000000,697.500000
65,405.000000,685.500000
66,280.000000,773.000000
67,221.000000,819.500000
68,241.000000,803.500000
69,224.000000,809.000000
70,267.000000,784.500000
71,292.000000,757.000000
72,290.000000,764.000000
73,291.000000,763.500000
74,930.000000,298.000000
75,262.000000,791.000000
76,411.000000,673.500000
77,217.000000,818.500000
78,306.000000,742.000000
79,169.000000,862.500000
80,314.000000,741.000000
81,196.000000,840.000000
82,207.000000,833.500000
83,284.000000,772.000000
84,452.000000,625.000000
85,349.000000,720.500000
86,182.000000,852.000000
87,356.000000,711.000000
88,285.000000,771.500000
89,234.000000,809.000000
90,197.000000,839.500000
91,288.000000,763.000000
92,306.000000,751.000000
93,220.000000,822.000000
94,1617.000000,-217.500000
95,249.000000,797.500000
96,262.000000,786.000000
97,306.000000,748.000000
98,233.000000,819.500000
99,232.000000,817.000000
ELAPSEDTIME:53.64599919319153
