,x_pos,y_pos,z_pos
0,0,1,-10
1,0,2,-10
2,0,3,-10
3,0,4,-10
4,0,5,-10
5,0,6,-10
6,0,5,-10
7,0,6,-10
8,0,5,-10
9,0,6,-10
10,0,5,-10
11,0,6,-10
12,0,5,-10
13,0,6,-10
14,0,5,-10
15,0,6,-10
16,0,5,-10
17,0,6,-10
18,0,5,-10
19,0,6,-10
20,0,5,-10
21,0,6,-10
22,0,5,-10
23,0,6,-10
24,0,5,-10
25,0,6,-10
26,0,5,-10
27,0,6,-10
28,0,5,-10
29,0,6,-10
30,0,5,-10
31,0,6,-10
32,0,5,-10
33,0,6,-10
34,0,5,-10
35,0,6,-10
36,0,5,-10
37,0,6,-10
38,0,5,-10
39,0,6,-10
40,0,5,-10
41,0,6,-10
42,0,5,-10
43,0,6,-10
44,0,5,-10
45,0,6,-10
46,0,5,-10
47,0,6,-10
48,0,5,-10
49,0,6,-10
50,0,5,-10
51,0,6,-10
52,0,5,-10
53,0,6,-10
54,0,5,-10
55,0,6,-10
56,0,5,-10
57,0,6,-10
58,0,5,-10
59,0,6,-10
60,0,5,-10
61,0,6,-10
62,0,5,-10
63,0,6,-10
64,0,5,-10
65,0,6,-10
66,0,5,-10
67,0,6,-10
68,0,5,-10
69,0,6,-10
70,0,5,-10
71,0,6,-10
72,0,5,-10
73,0,6,-10
74,0,5,-10
75,0,6,-10
76,0,5,-10
77,0,6,-10
78,0,5,-10
79,0,6,-10
80,0,5,-10
81,0,6,-10
82,0,5,-10
83,0,6,-10
84,0,5,-10
85,0,6,-10
86,0,5,-10
87,0,6,-10
88,0,5,-10
89,0,6,-10
90,0,5,-10
91,0,6,-10
92,0,5,-10
93,0,6,-10
94,0,5,-10
95,0,6,-10
96,0,5,-10
97,0,6,-10
98,0,5,-10
99,0,6,-10
100,0,5,-10
101,0,6,-10
102,0,5,-10
103,0,6,-10
104,0,5,-10
105,0,6,-10
106,0,5,-10
107,0,6,-10
108,0,5,-10
109,0,6,-10
110,0,5,-10
111,0,6,-10
112,0,5,-10
113,0,6,-10
114,0,5,-10
115,0,6,-10
116,0,5,-10
117,0,6,-10
118,0,5,-10
119,0,6,-10
120,0,5,-10
121,0,6,-10
122,0,5,-10
123,0,6,-10
124,0,5,-10
125,0,6,-10
126,0,5,-10
127,0,6,-10
128,0,5,-10
129,0,6,-10
130,0,5,-10
131,0,6,-10
132,0,5,-10
133,0,6,-10
134,0,5,-10
135,0,6,-10
136,0,5,-10
137,0,6,-10
138,0,5,-10
139,0,6,-10
140,0,5,-10
141,0,6,-10
142,0,5,-10
143,0,6,-10
144,0,5,-10
145,0,6,-10
146,0,5,-10
147,0,6,-10
148,0,5,-10
149,0,6,-10
150,0,5,-10
151,0,6,-10
152,0,5,-10
153,0,6,-10
154,0,5,-10
155,0,6,-10
156,0,5,-10
157,0,6,-10
158,0,5,-10
159,0,6,-10
160,0,5,-10
161,0,6,-10
