index,x_pos,y_pos,z_pos
0,425.0,15.0,300.0
1,425.0,14.0,300.0
2,425.0,13.0,300.0
3,425.0,12.0,300.0
4,425.0,11.0,300.0
5,425.0,10.0,300.0
6,425.0,9.0,300.0
7,425.0,8.0,300.0
8,425.0,7.0,300.0
9,425.0,6.0,300.0
10,425.0,5.0,300.0
11,425.0,6.0,300.0
12,425.0,7.0,300.0
13,425.0,8.0,300.0
14,425.0,9.0,300.0
15,425.0,10.0,300.0
16,425.0,11.0,300.0
17,425.0,12.0,300.0
18,425.0,13.0,300.0
19,425.0,14.0,300.0
20,425.0,15.0,300.0
21,425.0,16.0,300.0
22,425.0,17.0,300.0
23,425.0,18.0,300.0
24,425.0,19.0,300.0
25,425.0,20.0,300.0
26,425.0,21.0,300.0
27,425.0,22.0,300.0
28,425.0,23.0,300.0
29,425.0,24.0,300.0
30,425.0,25.0,300.0
31,425.0,26.0,300.0
32,425.0,27.0,300.0
33,425.0,28.0,300.0
34,425.0,29.0,300.0
35,425.0,30.0,300.0
36,425.0,31.0,300.0
37,425.0,32.0,300.0
38,425.0,33.0,300.0
39,425.0,34.0,300.0
40,425.0,35.0,300.0
41,425.0,36.0,300.0
42,425.0,37.0,300.0
43,425.0,38.0,300.0
44,425.0,39.0,300.0
45,425.0,40.0,300.0
46,425.0,41.0,300.0
47,425.0,42.0,300.0
48,425.0,43.0,300.0
49,425.0,44.0,300.0
50,425.0,45.0,300.0
51,425.0,46.0,300.0
52,425.0,47.0,300.0
53,425.0,48.0,300.0
54,425.0,49.0,300.0
55,425.0,50.0,300.0
56,425.0,51.0,300.0
57,425.0,52.0,300.0
58,425.0,53.0,300.0
59,425.0,54.0,300.0
60,425.0,55.0,300.0
61,425.0,56.0,300.0
62,425.0,57.0,300.0
63,425.0,58.0,300.0
64,425.0,59.0,300.0
65,425.0,60.0,300.0
66,425.0,61.0,300.0
67,425.0,62.0,300.0
68,425.0,63.0,300.0
69,425.0,64.0,300.0
70,425.0,65.0,300.0
71,425.0,66.0,300.0
72,425.0,67.0,300.0
73,425.0,68.0,300.0
74,425.0,69.0,300.0
75,425.0,70.0,300.0
76,425.0,71.0,300.0
77,425.0,72.0,300.0
78,425.0,73.0,300.0
79,425.0,74.0,300.0
80,425.0,75.0,300.0
81,425.0,76.0,300.0
82,425.0,77.0,300.0
83,425.0,78.0,300.0
84,425.0,79.0,300.0
