id,time,x,y,z
3573407800,0,440,284,290
3573407800,1,460,284,290
3573407800,2,480,284,290
3573407800,3,500,284,290
3573407800,4,520,284,290
3573407800,5,540,284,290
3573407800,6,560,284,290
3573407800,7,560,304,290
3573407800,8,560,324,290
3573407800,9,560,344,290
3573407800,10,560,364,290
3573407800,11,560,384,290
3573407800,12,560,404,290
3573407800,13,540,404,290
3573407800,14,520,404,290
3573407800,15,500,404,290
3573407800,16,480,404,290
3573407800,17,460,404,290
3573407800,18,440,404,290
3573407800,19,440,424,290
3573407800,20,440,444,290
3573407800,21,440,464,290
3573407800,22,440,484,290
3573407800,23,440,504,290
3573407800,24,440,524,290
3573407800,25,420,524,290
3573407800,26,400,524,290
3573407800,27,380,524,290
3573407800,28,360,524,290
3573407800,29,340,524,290
3573407800,30,320,524,290
3573407800,31,320,544,290
3573407800,32,320,564,290
3573407800,33,320,584,290
3573407800,34,320,604,290
3573407800,35,320,624,290
3573407800,36,320,644,290
3573407800,37,320,664,290
3573407800,38,320,684,290
3573407800,39,320,704,290
3573407800,40,320,724,290
3573407800,41,320,744,290
3573407800,42,320,764,290
3573407800,43,340,764,290
3573407800,44,360,764,290
3573407800,45,380,764,290
3573407800,46,400,764,290
3573407800,47,420,764,290
3573407800,48,440,764,290
3573407800,49,460,764,290
3573407800,50,480,764,290
3573407800,51,500,764,290
3573407800,52,520,764,290
3573407800,53,540,764,290
3573407800,54,560,764,290
3573407800,55,580,764,290
3573407800,56,600,764,290
3573407800,57,620,764,290
3573407800,58,640,764,290
3573407800,59,660,764,290
3573407800,60,680,764,290
3573407800,61,680,744,290
3573407800,62,680,724,290
3573407800,63,680,704,290
3573407800,64,680,684,290
3573407800,65,680,664,290
3573407800,66,680,644,290
3573407800,67,660,644,290
3573407800,68,640,644,290
3573407800,69,620,644,290
3573407800,70,600,644,290
3573407800,71,580,644,290
3573407800,72,560,644,290
3573407800,73,560,664,290
3573407800,74,560,684,290
3573407800,75,560,704,290
3573407800,76,560,724,290
3573407800,77,560,744,290
3573407800,78,560,764,290
3573407800,79,540,764,290
3573407800,80,520,764,290
3573407800,81,500,764,290
3573407800,82,480,764,290
3573407800,83,460,764,290
3573407800,84,440,764,290
3573407800,85,440,784,290
3573407800,86,440,804,290
3573407800,87,440,824,290
3573407800,88,440,844,290
3573407800,89,440,864,290
3573407800,90,440,884,290
3573407800,91,420,884,290
3573407800,92,400,884,290
3573407800,93,380,884,290
3573407800,94,360,884,290
3573407800,95,340,884,290
3573407801,0,48,859,290
3573407801,1,68,859,290
3573407801,2,88,859,290
3573407801,3,108,859,290
3573407801,4,128,859,290
3573407801,5,148,859,290
3573407801,6,168,859,290
3573407801,7,188,859,290
3573407801,8,208,859,290
3573407801,9,228,859,290
3573407801,10,248,859,290
3573407801,11,268,859,290
3573407801,12,288,859,290
3573407801,13,308,859,290
3573407801,14,328,859,290
3573407801,15,348,859,290
3573407801,16,368,859,290
3573407801,17,388,859,290
3573407801,18,408,859,290
3573407801,19,428,859,290
3573407801,20,448,859,290
3573407801,21,468,859,290
3573407801,22,488,859,290
3573407801,23,508,859,290
3573407801,24,528,859,290
3573407801,25,528,839,290
3573407801,26,528,819,290
3573407801,27,528,799,290
3573407801,28,528,779,290
3573407801,29,528,759,290
3573407801,30,528,739,290
3573407801,31,508,739,290
3573407801,32,488,739,290
3573407801,33,468,739,290
3573407801,34,448,739,290
3573407801,35,428,739,290
3573407801,36,408,739,290
3573407801,37,408,759,290
3573407801,38,408,779,290
3573407801,39,408,799,290
3573407801,40,408,819,290
3573407801,41,408,839,290
3573407801,42,408,859,290
3573407801,43,428,859,290
3573407801,44,448,859,290
3573407801,45,468,859,290
3573407801,46,488,859,290
3573407801,47,508,859,290
3573407801,48,528,859,290
3573407801,49,528,879,290
3573407801,50,528,899,290
3573407801,51,528,919,290
3573407801,52,528,939,290
3573407801,53,528,959,290
3573407801,54,528,979,290
3573407801,55,548,979,290
3573407801,56,568,979,290
3573407801,57,588,979,290
3573407801,58,608,979,290
3573407801,59,628,979,290
3573407801,60,648,979,290
3573407801,61,668,979,290
3573407801,62,688,979,290
3573407801,63,708,979,290
3573407801,64,728,979,290
3573407801,65,748,979,290
3573407801,66,768,979,290
3573407801,67,768,999,290
3573407801,68,768,1019,290
3573407801,69,768,1039,290
3573407801,70,768,1059,290
3573407801,71,768,1079,290
3573407802,0,544,4,290
3573407802,1,564,4,290
3573407802,2,584,4,290
3573407802,3,604,4,290
3573407802,4,624,4,290
3573407802,5,644,4,290
3573407802,6,664,4,290
3573407802,7,684,4,290
3573407802,8,704,4,290
3573407802,9,724,4,290
3573407802,10,744,4,290
3573407802,11,764,4,290
3573407802,12,784,4,290
3573407802,13,784,24,290
3573407802,14,784,44,290
3573407802,15,784,64,290
3573407802,16,784,84,290
3573407802,17,784,104,290
3573407802,18,784,124,290
3573407802,19,804,124,290
3573407802,20,824,124,290
3573407802,21,844,124,290
3573407802,22,864,124,290
3573407802,23,884,124,290
3573407802,24,904,124,290
3573407802,25,904,104,290
3573407802,26,904,84,290
3573407802,27,904,64,290
3573407802,28,904,44,290
3573407802,29,904,24,290
3573407802,30,904,4,290
3573407802,31,924,4,290
3573407802,32,944,4,290
3573407802,33,964,4,290
3573407802,34,984,4,290
3573407802,35,1004,4,290
3573407802,36,1024,4,290
3573407802,37,1044,4,290
3573407802,38,1064,4,290
3573407802,39,1084,4,290
3573407802,40,1104,4,290
3573407802,41,1124,4,290
3573407802,42,1144,4,290
3573407802,43,1164,4,290
3573407802,44,1184,4,290
3573407802,45,1204,4,290
3573407802,46,1224,4,290
3573407802,47,1244,4,290
3573407802,48,1264,4,290
3573407802,49,1264,-16,290
3573407802,50,1264,-36,290
3573407802,51,1264,-56,290
3573407802,52,1264,-76,290
3573407802,53,1264,-96,290
3573407802,54,1264,-116,290
3573407802,55,1244,-116,290
3573407802,56,1224,-116,290
3573407802,57,1204,-116,290
3573407802,58,1184,-116,290
3573407802,59,1164,-116,290
3573407802,60,1144,-116,290
3573407802,61,1124,-116,290
3573407802,62,1104,-116,290
3573407802,63,1084,-116,290
3573407802,64,1064,-116,290
3573407802,65,1044,-116,290
3573407802,66,1024,-116,290
3573407802,67,1044,-116,290
3573407802,68,1064,-116,290
3573407802,69,1084,-116,290
3573407802,70,1104,-116,290
3573407802,71,1124,-116,290
3573407802,72,1144,-116,290
3573407802,73,1164,-116,290
3573407802,74,1184,-116,290
3573407802,75,1204,-116,290
3573407802,76,1224,-116,290
3573407802,77,1244,-116,290
3573407802,78,1264,-116,290
3573407802,79,1264,-96,290
3573407802,80,1264,-76,290
3573407802,81,1264,-56,290
3573407802,82,1264,-36,290
3573407802,83,1264,-16,290
3573417802,0,699,888,290
3573417802,1,719,888,290
3573417802,2,739,888,290
3573417802,3,759,888,290
3573417802,4,779,888,290
3573417802,5,799,888,290
3573417802,6,819,888,290
3573417802,7,819,868,290
3573417802,8,819,848,290
3573417802,9,819,828,290
3573417802,10,819,808,290
3573417802,11,819,788,290
3573417802,12,819,768,290
3573417802,13,839,768,290
3573417802,14,859,768,290
3573417802,15,879,768,290
3573417802,16,899,768,290
3573417802,17,919,768,290
3573417802,18,939,768,290
3573417802,19,939,748,290
3573417802,20,939,728,290
3573417802,21,939,708,290
3573417802,22,939,688,290
3573417802,23,939,668,290
3573417802,24,939,648,290
3573417802,25,939,628,290
3573417802,26,939,608,290
3573417802,27,939,588,290
3573417802,28,939,568,290
3573417802,29,939,548,290
3573417802,30,939,528,290
3573417802,31,919,528,290
3573417802,32,899,528,290
3573417802,33,879,528,290
3573417802,34,859,528,290
3573417802,35,839,528,290
3573417802,36,819,528,290
3573417802,37,839,528,290
3573417802,38,859,528,290
3573417802,39,879,528,290
3573417802,40,899,528,290
