index,x_pos,y_pos
0,430.0,550.0
1,430.0,549.0
2,430.0,548.0
3,430.0,547.0
4,430.0,546.0
5,430.0,545.0
6,430.0,544.0
7,430.0,543.0
8,430.0,542.0
9,430.0,541.0
10,430.0,540.0
11,430.0,539.0
12,430.0,538.0
13,430.0,537.0
14,430.0,536.0
15,430.0,535.0
16,430.0,534.0
17,430.0,533.0
18,430.0,532.0
19,430.0,531.0
20,430.0,530.0
21,430.0,529.0
22,430.0,528.0
23,430.0,527.0
24,430.0,526.0
25,430.0,525.0
26,430.0,524.0
27,430.0,523.0
28,430.0,522.0
29,430.0,521.0
30,430.0,520.0
31,430.0,519.0
32,430.0,518.0
33,430.0,517.0
34,430.0,516.0
35,430.0,515.0
36,430.0,514.0
37,430.0,513.0
38,430.0,512.0
39,430.0,511.0
40,430.0,510.0
41,430.0,509.0
42,430.0,508.0
43,430.0,507.0
44,430.0,506.0
45,430.0,505.0
46,430.0,504.0
47,430.0,503.0
48,430.0,502.0
49,430.0,501.0
50,430.0,500.0
51,430.0,499.0
52,430.0,498.0
53,430.0,497.0
54,430.0,496.0
55,430.0,495.0
56,430.0,494.0
57,430.0,493.0
58,430.0,492.0
59,430.0,491.0
60,430.0,490.0
61,430.0,489.0
62,430.0,488.0
63,430.0,487.0
64,430.0,486.0
65,430.0,485.0
66,430.0,484.0
67,430.0,483.0
68,430.0,482.0
69,430.0,481.0
70,430.0,480.0
71,430.0,479.0
72,430.0,478.0
73,430.0,477.0
74,430.0,476.0
75,430.0,475.0
76,430.0,474.0
77,430.0,473.0
78,430.0,472.0
79,430.0,471.0
80,430.0,470.0
81,430.0,469.0
82,430.0,468.0
83,430.0,467.0
84,430.0,466.0
85,430.0,465.0
86,430.0,464.0
87,430.0,463.0
88,430.0,462.0
89,430.0,461.0
90,430.0,460.0
91,430.0,459.0
92,430.0,458.0
93,430.0,457.0
94,430.0,456.0
95,430.0,455.0
96,430.0,454.0
97,430.0,453.0
98,430.0,452.0
99,430.0,451.0
100,430.0,450.0
101,430.0,449.0
102,430.0,448.0
103,430.0,447.0
104,430.0,446.0
105,430.0,445.0
106,430.0,444.0
107,430.0,443.0
108,430.0,442.0
109,430.0,441.0
110,430.0,440.0
111,430.0,439.0
112,430.0,438.0
113,430.0,437.0
114,430.0,436.0
115,430.0,435.0
116,430.0,434.0
117,430.0,433.0
118,430.0,432.0
119,430.0,431.0
120,430.0,430.0
121,429.0,430.0
122,428.0,430.0
123,427.0,430.0
124,426.0,430.0
125,425.0,430.0
126,424.0,430.0
127,423.0,430.0
128,422.0,430.0
129,421.0,430.0
130,420.0,430.0
131,419.0,430.0
132,418.0,430.0
133,417.0,430.0
134,416.0,430.0
135,415.0,430.0
136,414.0,430.0
137,413.0,430.0
138,412.0,430.0
139,411.0,430.0
140,410.0,430.0
141,409.0,430.0
142,408.0,430.0
143,407.0,430.0
144,406.0,430.0
145,405.0,430.0
146,404.0,430.0
147,403.0,430.0
148,402.0,430.0
149,401.0,430.0
150,400.0,430.0
151,399.0,430.0
152,398.0,430.0
153,397.0,430.0
154,396.0,430.0
155,395.0,430.0
156,394.0,430.0
157,393.0,430.0
158,392.0,430.0
159,391.0,430.0
160,390.0,430.0
161,389.0,430.0
162,388.0,430.0
163,387.0,430.0
164,386.0,430.0
165,385.0,430.0
166,384.0,430.0
167,383.0,430.0
168,382.0,430.0
169,381.0,430.0
170,380.0,430.0
171,379.0,430.0
172,378.0,430.0
173,377.0,430.0
174,376.0,430.0
175,375.0,430.0
176,374.0,430.0
177,373.0,430.0
178,372.0,430.0
179,371.0,430.0
180,370.0,430.0
181,369.0,430.0
182,368.0,430.0
183,367.0,430.0
184,366.0,430.0
185,365.0,430.0
186,364.0,430.0
187,363.0,430.0
188,362.0,430.0
189,361.0,430.0
190,360.0,430.0
191,359.0,430.0
192,358.0,430.0
193,357.0,430.0
194,356.0,430.0
195,355.0,430.0
196,354.0,430.0
197,353.0,430.0
198,352.0,430.0
199,351.0,430.0
200,350.0,430.0
201,349.0,430.0
202,348.0,430.0
203,347.0,430.0
204,346.0,430.0
205,345.0,430.0
206,344.0,430.0
207,343.0,430.0
208,342.0,430.0
209,341.0,430.0
210,340.0,430.0
211,339.0,430.0
212,338.0,430.0
213,337.0,430.0
214,336.0,430.0
215,335.0,430.0
216,334.0,430.0
217,333.0,430.0
218,332.0,430.0
219,331.0,430.0
220,330.0,430.0
221,329.0,430.0
222,328.0,430.0
223,327.0,430.0
224,326.0,430.0
225,325.0,430.0
226,324.0,430.0
227,323.0,430.0
228,322.0,430.0
229,321.0,430.0
230,320.0,430.0
231,319.0,430.0
232,318.0,430.0
233,317.0,430.0
234,316.0,430.0
235,315.0,430.0
236,314.0,430.0
237,313.0,430.0
238,312.0,430.0
239,311.0,430.0
240,310.0,430.0
241,309.0,430.0
242,308.0,430.0
243,307.0,430.0
244,306.0,430.0
245,305.0,430.0
246,304.0,430.0
247,303.0,430.0
248,302.0,430.0
249,301.0,430.0
250,300.0,430.0
251,299.0,430.0
252,298.0,430.0
253,297.0,430.0
254,296.0,430.0
255,295.0,430.0
256,294.0,430.0
257,293.0,430.0
258,292.0,430.0
259,291.0,430.0
260,290.0,430.0
261,290.0,429.0
262,290.0,428.0
263,290.0,427.0
264,290.0,426.0
265,290.0,425.0
266,290.0,424.0
267,290.0,423.0
268,290.0,422.0
269,290.0,421.0
270,290.0,420.0
271,290.0,419.0
272,290.0,418.0
273,290.0,417.0
274,290.0,416.0
275,290.0,415.0
276,290.0,414.0
277,290.0,413.0
278,290.0,412.0
279,290.0,411.0
280,290.0,410.0
281,290.0,409.0
282,290.0,408.0
283,290.0,407.0
284,290.0,406.0
285,290.0,405.0
286,290.0,404.0
287,290.0,403.0
288,290.0,402.0
289,290.0,401.0
290,290.0,400.0
291,290.0,399.0
292,290.0,398.0
293,290.0,397.0
294,290.0,396.0
295,290.0,395.0
296,290.0,394.0
297,290.0,393.0
298,290.0,392.0
299,290.0,391.0
300,290.0,390.0
301,290.0,389.0
302,290.0,388.0
303,290.0,387.0
304,290.0,386.0
305,290.0,385.0
306,290.0,384.0
307,290.0,383.0
308,290.0,382.0
309,290.0,381.0
310,290.0,380.0
311,290.0,379.0
312,290.0,378.0
313,290.0,377.0
314,290.0,376.0
315,290.0,375.0
316,290.0,374.0
317,290.0,373.0
318,290.0,372.0
319,290.0,371.0
320,290.0,370.0
321,290.0,369.0
322,290.0,368.0
323,290.0,367.0
324,290.0,366.0
325,290.0,365.0
326,290.0,364.0
327,290.0,363.0
328,290.0,362.0
329,290.0,361.0
330,290.0,360.0
331,290.0,359.0
332,290.0,358.0
333,290.0,357.0
334,290.0,356.0
335,290.0,355.0
336,290.0,354.0
337,290.0,353.0
338,290.0,352.0
339,290.0,351.0
340,290.0,350.0
341,290.0,349.0
342,290.0,348.0
343,290.0,347.0
344,290.0,346.0
345,290.0,345.0
346,290.0,344.0
347,290.0,343.0
348,290.0,342.0
349,290.0,341.0
350,290.0,340.0
351,290.0,339.0
352,290.0,338.0
353,290.0,337.0
354,290.0,336.0
355,290.0,335.0
356,290.0,334.0
357,290.0,333.0
358,290.0,332.0
359,290.0,331.0
360,290.0,330.0
361,290.0,329.0
362,290.0,328.0
363,290.0,327.0
364,290.0,326.0
365,290.0,325.0
366,290.0,324.0
367,290.0,323.0
368,290.0,322.0
369,290.0,321.0
370,290.0,320.0
371,290.0,319.0
372,290.0,318.0
373,290.0,317.0
374,290.0,316.0
375,290.0,315.0
376,290.0,314.0
377,290.0,313.0
378,290.0,312.0
379,290.0,311.0
380,290.0,310.0
381,290.0,309.0
382,290.0,308.0
383,290.0,307.0
384,290.0,306.0
385,290.0,305.0
386,290.0,304.0
387,290.0,303.0
388,290.0,302.0
389,290.0,301.0
390,290.0,300.0
391,290.0,299.0
392,290.0,298.0
393,290.0,297.0
394,290.0,296.0
395,290.0,295.0
396,290.0,294.0
397,290.0,293.0
398,290.0,292.0
399,290.0,291.0
400,290.0,290.0
401,291.0,290.0
402,292.0,290.0
403,293.0,290.0
404,294.0,290.0
405,295.0,290.0
406,296.0,290.0
407,297.0,290.0
408,298.0,290.0
409,299.0,290.0
410,300.0,290.0
411,301.0,290.0
412,302.0,290.0
413,303.0,290.0
414,304.0,290.0
415,305.0,290.0
416,306.0,290.0
417,307.0,290.0
418,308.0,290.0
419,309.0,290.0
420,310.0,290.0
421,309.0,290.0
422,308.0,290.0
423,307.0,290.0
424,306.0,290.0
425,305.0,290.0
426,304.0,290.0
427,303.0,290.0
428,302.0,290.0
429,301.0,290.0
430,300.0,290.0
431,299.0,290.0
432,298.0,290.0
433,297.0,290.0
434,296.0,290.0
435,295.0,290.0
436,294.0,290.0
437,293.0,290.0
438,292.0,290.0
439,291.0,290.0
440,290.0,290.0
441,290.0,289.0
442,290.0,288.0
443,290.0,287.0
444,290.0,286.0
445,290.0,285.0
446,290.0,284.0
447,290.0,283.0
448,290.0,282.0
449,290.0,281.0
450,290.0,280.0
451,290.0,279.0
452,290.0,278.0
453,290.0,277.0
454,290.0,276.0
455,290.0,275.0
456,290.0,274.0
457,290.0,273.0
458,290.0,272.0
459,290.0,271.0
460,290.0,270.0
461,290.0,269.0
462,290.0,268.0
463,290.0,267.0
464,290.0,266.0
465,290.0,265.0
466,290.0,264.0
467,290.0,263.0
468,290.0,262.0
469,290.0,261.0
470,290.0,260.0
471,290.0,259.0
472,290.0,258.0
473,290.0,257.0
474,290.0,256.0
475,290.0,255.0
476,290.0,254.0
477,290.0,253.0
478,290.0,252.0
479,290.0,251.0
480,290.0,250.0
481,290.0,249.0
482,290.0,248.0
483,290.0,247.0
484,290.0,246.0
485,290.0,245.0
486,290.0,244.0
487,290.0,243.0
488,290.0,242.0
489,290.0,241.0
490,290.0,240.0
491,290.0,239.0
492,290.0,238.0
493,290.0,237.0
494,290.0,236.0
495,290.0,235.0
496,290.0,234.0
497,290.0,233.0
498,290.0,232.0
499,290.0,231.0
500,290.0,230.0
501,290.0,229.0
502,290.0,228.0
503,290.0,227.0
504,290.0,226.0
505,290.0,225.0
506,290.0,224.0
507,290.0,223.0
508,290.0,222.0
509,290.0,221.0
510,290.0,220.0
511,290.0,219.0
512,290.0,218.0
513,290.0,217.0
514,290.0,216.0
515,290.0,215.0
516,290.0,214.0
517,290.0,213.0
518,290.0,212.0
519,290.0,211.0
520,290.0,210.0
521,290.0,209.0
522,290.0,208.0
523,290.0,207.0
524,290.0,206.0
525,290.0,205.0
526,290.0,204.0
527,290.0,203.0
528,290.0,202.0
529,290.0,201.0
